,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
73694,970e387047a5f54de5c62cdacd7c76af,8186a38615a98df2611ace5c8a4fdcbb,8900612436cebbdbe35be52e70afbeb7,180891000000.0,39.852913,-86.25586700000001,Indianapolis,IN,urban,Msd Of Pike Twp,Marion,f,f,Mrs.,Literacy,Literacy & Language,Parent Involvement,Applied Learning,Supplies,highest poverty,Grades 3-5,447.33,25.0,t,3/27/13,4/13/13
27043,37e0fcb41d33ef421834bdc9d97ca857,bba6259ce4a424a85762095150a853eb,bf70085dde821a183791911a1ab34ca5,110003000000.0,38.907247999999996,-77.051913,Washington,DC,urban,Dc Public Schools,District Of Columbia,f,f,Ms.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,276.82,20.0,f,11/27/12,12/4/12
95884,c447541dedd8ef259916c1886520e4b1,4512686a512f24866fac3791d2dc7cc7,bc63c224369b3b3c5e081d5e258ba8fc,120039000000.0,25.829982,-80.22701500000001,Miami,FL,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,t,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,highest poverty,Grades 6-8,601.89,80.0,t,10/20/13,11/4/13
15803,20aa8739c7fa9cffafb0651d89df4323,c2798e95c9013b2385bd20b288e6577e,02384013d38ffa770de45cc67dbc36e7,60210009112.0,32.83113,-116.81573700000001,Alpine,CA,suburban,Alpine Union Elem Sch Dist,San Diego,f,f,Mrs.,Special Needs,Special Needs,,,Technology,moderate poverty,Grades PreK-2,570.11,15.0,f,2/7/13,4/22/13
24992,3380cdef108243f670fd30ee90a31606,dd61bb2de283c6d9296efb52e65bba7a,86132381f0bf521428c16d79b089d6f8,120105000000.0,28.500727,-81.703873,Clermont,FL,,Lake Co School District,Lake,t,f,Mrs.,Health & Wellness,Health & Sports,Special Needs,Special Needs,Supplies,moderate poverty,Grades 3-5,481.71,18.0,t,2/28/13,4/24/13
118894,f35d0c4f6c417311b8e8877188ce36da,d6492810ee7696fc3fee30c9b54ec5a6,b1246be737fc0e8dc4f783ed77ba0c00,120144000000.0,28.545588000000002,-81.495476,Orlando,FL,,Orange Co Public School Dist,Orange,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,434.26,15.0,t,12/10/13,12/26/13
75388,9a64a5851c83675dc61407510d906ed1,2a183e95ae00c580dc153549da565755,b78332558552be5fe455c3ff0508b19f,120039000000.0,25.868238,-80.32576800000001,Hialeah Gdns,FL,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,t,f,Ms.,Literature & Writing,Literacy & Language,Character Education,Applied Learning,Supplies,highest poverty,Grades 6-8,908.82,175.0,f,12/1/13,12/13/13
49872,66a0a47e07c6f8e8e4230c87fde8952e,85020b175d15002907265c5d27f39917,99782ecceeda120561beab745c48971f,481623000000.0,32.807251,-96.749886,Dallas,TX,urban,Dallas Ind School District,Dallas,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,469.36,151.0,t,10/10/13,10/29/13
23847,3126228c8ca438679d34caef74e547a8,ce8af8d983d041b35afcb1f072617102,9a203cf4def563304947b9400d0fe8ec,120087000000.0,28.048937,-82.174998,Plant City,FL,,Hillsborough Co Pub Sch Dist,Hillsborough,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,high poverty,Grades PreK-2,532.93,36.0,f,1/24/12,3/29/12
109125,df3767ad4e58b7f6dbc28302c13b4c85,e82cdad4c33628e67b4cfda6d9e48c54,cfac13f3ba7939b9f4b8ec18585fb768,263516000000.0,42.594074,-83.486816,Commerce,MI,suburban,Walled Lake Cons School Dist,Oakland,f,f,Mrs.,Literature & Writing,Literacy & Language,Applied Sciences,Math & Science,Technology,moderate poverty,Grades PreK-2,652.33,24.0,f,3/13/12,4/18/12
69479,8e5b6b242a85a528ec7fae4c86cdff0e,8b375c48e7dc80ddefaefdea2ed39ce3,1ade8cd809b220ba86d2fddffe0c5a7a,90291000616.0,41.412287,-73.30227099999999,Newtown,CT,rural,Newtown Public Schools,Fairfield,f,f,Mrs.,Applied Sciences,Math & Science,,,Supplies,low poverty,Grades 6-8,273.62,83.0,f,4/30/13,5/24/13
120996,f7ea2b932054fd92e19fbaa89059b221,e3fe53edffb868e8dcbbd7e2bad96efe,1ec390778d0959602d07482c7d24b39a,62271012828.0,34.039134999999995,-118.211122,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 9-12,380.66,55.0,t,1/2/12,1/25/12
43981,5aa1e6dd0a7e07a79bfe990d0f18bba0,36f93f6b0c0cbb71b8a717d12fa71b8e,8e99a86a2c09bb3672b235da84faf60f,480894000000.0,30.372367999999998,-97.668869,Austin,TX,urban,Austin Ind School District,Travis,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,947.44,120.0,f,11/27/13,2/15/14
95841,c42edb79a90e6621f087a39f70ced094,29db9dd14300edc94211ff515c6dd553,faae70f20b10940f10408cc5f3f70103,360010000000.0,40.748795,-73.88846600000001,Jackson Hts,NY,urban,New York City Dept Of Ed,Queens,f,f,Ms.,Visual Arts,Music & The Arts,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,357.28,31.0,t,8/29/13,9/21/13
78106,9fd299e7f666c30bef52cf1aff03933b,bb8a2bf160efd5730c610d970bbafca6,cf7ed468fb2568b5df3913522000435b,250993000000.0,42.18305,-71.066725,Randolph,MA,suburban,Randolph Public School Dist,Norfolk,f,f,Mrs.,Environmental Science,Math & Science,Special Needs,Special Needs,Supplies,high poverty,Grades 6-8,227.82,15.0,f,11/28/12,1/19/13
117664,f0de08daf44307d056184355c3d50c46,6b45b016f08e17d3072f54d132f18f7c,7ba5201fcb7da080dc71c2c05c079729,80345001638.0,39.504379,-104.75465799999999,Parker,CO,suburban,Douglas Co School Dist Re-1,Douglas,f,f,Mrs.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Other,moderate poverty,Grades 3-5,221.14,29.0,t,10/10/12,11/23/12
2812,060b9c475170517d8697973e5716c8c7,6988dbf78a56fefd3c6a4b723ab26df1,4d229ba73344e01d1b312650f065ed9b,483873000000.0,29.407524,-98.462395,San Antonio,TX,urban,San Antonio Ind School Dist,Bexar,f,t,Ms.,Mathematics,Math & Science,Special Needs,Special Needs,Technology,high poverty,Grades 6-8,693.06,120.0,t,9/1/13,9/24/13
68127,8b85a4bf02d51377497cbea2909fc9a8,9073fd7c28bc4929dea58b4c385c454c,d32c1eacb9233567d373c544590317fb,68450007064.0,33.717864,-117.758854,Irvine,CA,urban,Irvine Unif School District,Orange,f,f,Ms.,Visual Arts,Music & The Arts,Special Needs,Special Needs,Supplies,low poverty,Grades PreK-2,436.08,50.0,f,10/12/13,1/17/14
98965,caabaa4f420c9dd487906be14d7127a6,ae5d6dba1d0786b8754728dfe30e7c82,56175941d5e05a56d8549ccc52f56dcf,63432005571.0,32.836248,-117.20413500000001,San Diego,CA,urban,San Diego Unified School Dist,San Diego,f,f,Mrs.,Mathematics,Math & Science,Special Needs,Special Needs,Other,highest poverty,Grades 3-5,396.25,7.0,f,6/22/13,7/1/13
18256,259d0e39a6b303bb975170dca477375d,c7c2c20d9e27a8a4b093e672c48f3e1e,c364c6b44665b27608d91effb7f208b0,,36.093712,-95.897065,Tulsa,OK,urban,,Tulsa,t,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,246.81,50.0,t,8/11/12,9/12/12
17162,2362a09518d84336d755c3a32925476d,6c28f0254e4d97546e9fc41af898a1bd,1e1016f098be6cb182f3f10acd1cc8c1,480771000000.0,29.919176,-95.464573,Houston,TX,suburban,Aldine Ind School District,Harris,f,t,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,991.85,25.0,t,9/4/13,10/26/13
27665,39456f0d07caeae95f70dd77a2f08dc7,1316f08f7b96f62ca452a5c284626df5,7103bb0542e17929b718cb12e2b24844,62271002942.0,34.04719,-118.373764,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Environmental Science,Math & Science,Applied Sciences,Math & Science,Trips,highest poverty,Grades 3-5,560.71,50.0,t,12/16/13,1/20/14
18962,2714533d9fe45e685af74ebb7d4272f0,65fc49fea7fd52606bd1b61274ccd0c4,101c4e2a6cbdccd12ccdbc1f600f2476,63462005792.0,38.649471000000005,-121.244303,Fair Oaks,CA,suburban,San Juan Unified School Dist,Sacramento,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,moderate poverty,Grades 3-5,339.67,500.0,t,9/23/13,11/16/13
80274,a43f4d17b80b8ce72cd21f80e2436084,00b85ace6a12982a4ac8a59274671297,1e9b122e08dfa4835b3e3c5b597e5324,120168000000.0,27.341995,-82.543221,Sarasota,FL,urban,Sarasota Co School District,Sarasota,t,f,Mrs.,Foreign Languages,Literacy & Language,,,Technology,moderate poverty,Grades 6-8,885.27,135.0,f,10/4/13,12/22/13
33051,443a17202301bb8c8aad655296f46022,4daaae863e03b4730a881d603ee3bf24,687c2853d98e44fabe129d08d8057b91,62271003159.0,34.044702,-118.194232,Los Angeles,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Special Needs,Special Needs,,,Supplies,high poverty,Grades 3-5,938.44,40.0,f,10/9/12,10/27/12
30832,3fc60c66082cea48a4474ac2583bc9c3,19bad1f079db58892986833c4ec160d3,fc0e03b1ecd4a74a1096bba13343be92,61524001942.0,34.135778,-118.239405,Glendale,CA,urban,Glendale Unified School Dist,Los Angeles,f,f,Ms.,Visual Arts,Music & The Arts,Foreign Languages,Literacy & Language,Supplies,highest poverty,Grades PreK-2,270.71,50.0,f,12/5/12,1/11/13
95226,c2d786712af3d61073f37b67662d1865,d8f5fd496eaa17e492847c885518459a,cd035d5fe743e313e864ae71e9e00d07,90126001275.0,41.7644,-72.59899899999999,East Hartford,CT,urban,East Hartford Public Schools,Hartford,f,f,Ms.,Music,Music & The Arts,Performing Arts,Music & The Arts,Technology,high poverty,Grades 3-5,854.24,125.0,t,8/11/13,9/3/13
5105,0aa9d5a349463e718974bd230e16fb75,71f0826e703a8b3217a45458a0721aed,8b518d97716c3b00776650ef12d03322,360009000000.0,40.678551,-73.966339,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Ms.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Other,high poverty,Grades 3-5,593.0,250.0,f,11/5/12,12/23/12
27910,39ca9f3c0fc067ca12d42128d6a22765,c9a7e6e0369e8fe2b5ab5397b40040dc,051d1e3bb7c4c2f323de5d08d368e537,62271002954.0,34.127140000000004,-118.227531,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,,,Technology,high poverty,Grades PreK-2,609.15,27.0,f,11/27/13,1/13/14
6697,0dffb1780aa00de72584d0856a64285f,9d53a72bf0998e1eb0e86e0e6dfa6558,94c8f1a6ed55856729e6570dd7116e3b,40775002434.0,33.8471,-112.09916299999999,Anthem,AZ,rural,Deer Valley Unified SD 97,Maricopa,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,moderate poverty,Grades PreK-2,337.07,45.0,f,9/30/12,11/22/12
27106,37fe794ae51865b8802d299e9ec1c828,01b22a9b537f4d85ae51efdbf6839429,4009e9478b9b586238ffc6a268554eca,,28.559189,-81.297823,Orlando,FL,urban,Orange Co Public School Dist,Orange,f,f,Mr.,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,high poverty,Grades 3-5,512.93,675.0,t,7/22/13,7/27/13
121244,f872f079f54da1442dbebdaa8654583c,52c11ec5848800523e53016707c88a4b,6617677ed4ca76543a7d088ceb4ba637,360008000000.0,40.71455,-74.007118,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Ms.,Community Service,Applied Learning,Early Development,Applied Learning,Other,highest poverty,Grades PreK-2,595.34,27.0,t,8/11/12,8/27/12
21088,2b6bac62060cd1d2487b892921ed8fae,c4bed0d62aed74039ce17c55d056e271,c637730a8d1d4678605f69a99587b27f,450249000000.0,34.141226,-79.022906,Green Sea,SC,rural,Horry Co School District,Horry,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,388.36,24.0,t,2/16/13,3/4/13
53699,6e944a3d14f055500033aa57d57da70b,35733d9135e4e200e75c358d08b65294,a99cd92bef6d9cff5774cdf697206b14,401824000000.0,35.959426,-96.11883399999999,Sapulpa,OK,suburban,Lone Star School District,Creek,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,high poverty,Grades PreK-2,300.8,21.0,f,2/25/12,3/30/12
92352,bd09d97b7fb2f30d338e5394084a94fc,32cb05675851722d8b2f7dc6f401bf85,6f06e77bc5ff2312c3f5c85186a41b05,360008000000.0,40.821729,-73.916974,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Ms.,Literacy,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,250.22,25.0,f,5/29/13,7/12/13
90267,b8ceae838f6878b7b5fe532fa55d9f92,0a139c2131d4b0c3627e56227409ca21,ec077457a0b284cc39a7f6fe48f16db7,481168000000.0,25.940154,-97.452336,Brownsville,TX,urban,Brownsville Ind School Dist,Cameron,f,f,Mr.,Music,Music & The Arts,Literature & Writing,Literacy & Language,Supplies,low poverty,Grades 3-5,918.94,500.0,f,2/7/13,5/8/13
51696,6a676fb961b93790094e131080e6d94a,7f1849a1c92cd466700aef0d230a5c49,30c42322cbeecf96c96cfae9f64600b9,411002000000.0,42.748815,-124.49736899999999,Port Orford,OR,rural,Port Orford-langlois SD 2cj,Curry,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,492.64,24.0,f,1/31/13,2/10/13
58495,78772a01979d8af9d1e3478d4128eef4,7a92c35521e2fac43ac3fccbc901690e,d12bd84ba89d3c09f5fc51860b68c17e,240006000000.0,38.841772,-76.50645,Shady Side,MD,,Anne Arundel Co School Dist,Anne Arundel,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Other,moderate poverty,Grades PreK-2,628.45,25.0,f,10/6/13,1/9/14
95341,c3136ebeae147336ba8c0b48377aa05c,b217b0dee8838f567db88656dc7afda3,c3ab3206c638c673e5b5d50af0274ae1,360008000000.0,40.82359,-73.923008,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Mr.,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades 6-8,1067.54,200.0,f,4/21/12,4/29/12
33468,450e023f7eeb9d3bf0c74bc0f7e84bca,67a09b14c019181380cd0c3e9835bf02,6674ae6319962f6a2ba7626e16ca5b3e,470294000000.0,35.093928999999996,-89.960037,Memphis,TN,urban,Memphis City School District,Shelby,f,f,Ms.,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Technology,highest poverty,Grades PreK-2,944.33,20.0,f,2/13/13,5/10/13
73029,95b996abedf146d40312a275a5432c55,5fde608f0243c9b3bda88023c306ef98,aedb021a294904ad49b3a27368d92186,482034000000.0,32.910753,-96.647936,Garland,TX,suburban,Garland Ind School District,Dallas,f,f,Ms.,Visual Arts,Music & The Arts,Extracurricular,Applied Learning,Supplies,high poverty,Grades 9-12,468.71,200.0,f,4/8/13,6/18/13
46679,603384db83d5a7543944832b6fe2e599,e225c4061a55c24bdca23682b41b4d36,86d3c3a851554614a213a3ebbc5a6fcc,250279000000.0,42.265244,-71.117424,Hyde Park,MA,urban,Boston Public School District,Suffolk,f,f,Ms.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,514.41,22.0,f,4/3/12,5/4/12
19774,28c7254595a95dc8c12faffeaf028fb1,99fcd10152169f6a8aab27081dd3da60,718114ea98415811d3ccb2100dbb50be,173708000000.0,39.815323,-89.624279,Springfield,IL,urban,Springfield Pub Sch Dist 186,Sangamon,f,f,Mrs.,Health & Wellness,Health & Sports,,,Other,highest poverty,Grades PreK-2,527.05,31.0,f,11/4/12,11/16/12
114305,e9fcaf3a3d7c5c3ed1984a15b4c1929a,0c6ce5c9df6438d9da01abc2afc2b214,49b513fefb42c296194033302e4df8be,51266001453.0,36.223348,-94.221285,Springdale,AR,urban,Springdale School District 50,Washington,f,f,Mrs.,Economics,History & Civics,Literacy,Literacy & Language,Technology,moderate poverty,Grades 3-5,768.56,28.0,t,12/22/12,2/6/13
96947,c67645cacb22a3d21f43e2687bea90dd,09538c0b80f42ed69dff16c251afd1e3,e67a1299e69a6683e05da61c29f89d8f,,34.101768,-118.236773,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,t,f,Mrs.,College & Career Prep,Applied Learning,,,Books,high poverty,Grades 9-12,664.82,30.0,f,10/20/13,12/11/13
45081,5ce6aaac3ef2b7df018356096f7338f4,0559aef937d7d5ed325277558f039adc,2c15db446e2f8a2a22dde3bae2e2026c,230780000000.0,47.348196,-68.32894399999999,Madawaska,ME,rural,Madawaska School District,Aroostook,f,f,Mrs.,Literacy,Literacy & Language,,,Other,high poverty,Grades 9-12,486.92,290.0,f,2/14/13,5/30/13
51039,6918f32d0b569e41d364da6edf278b79,c4b3e9253db639ec9637a09d8388ea62,6650fc34d84ae613ac0ff3e45f06c34e,40168001055.0,33.499825,-112.22746299999999,Phoenix,AZ,urban,Cartwright School District 83,Maricopa,f,f,Ms.,Literacy,Literacy & Language,Environmental Science,Math & Science,Books,highest poverty,Grades PreK-2,310.09,26.0,t,4/9/12,6/3/12
79893,a38011d8cc7b937fa828151b1cd483c6,926e0d801f689e9666e686964f7e782c,c2fef22a980f6f9327a34f6d749f821e,361869000000.0,40.780749,-72.84885200000001,Mastic Beach,NY,suburban,William Floyd School District,Suffolk,f,f,Ms.,Applied Sciences,Math & Science,,,Supplies,high poverty,Grades 6-8,557.07,70.0,f,7/6/13,8/20/13
2832,06148b14a423f9d8257509b63467ce44,a98423296832675042f0998f6c00f912,7d805a0ade14374012b0cd42543f5b2f,130135000000.0,31.494413,-82.88329300000001,Douglas,GA,rural,Coffee Co School District,Coffee,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,542.86,24.0,f,6/5/13,6/22/13
29472,3cf9a68cd3721a3df27f42a71e253abc,27f80252538959da641abf99a23aea04,e80ac578e5de5a2fa58e61b226b59732,,33.934803,-118.26892099999999,Los Angeles,CA,,Los Angeles Unif Sch Dist,Los Angeles,t,f,Ms.,Literacy,Literacy & Language,College & Career Prep,Applied Learning,Technology,highest poverty,Grades 9-12,550.79,200.0,f,12/12/12,2/16/13
74531,98ad291d48ba88a2c635476d90838a4c,d7eb67c172c1fe2d54e0dd1f1bad7dbd,11be841f7c470585e1dae6a453310d9e,90279000554.0,41.309098999999996,-72.892877,New Haven,CT,urban,New Haven City School District,New Haven,f,f,Mr.,Literacy,Literacy & Language,Social Sciences,History & Civics,Books,highest poverty,Grades 6-8,398.15,45.0,f,4/21/13,6/6/13
4046,088baabc51a4ed9341c908357b8e5fec,57652b19f9084e6894fc70f9fac31933,05d887f5773c64cfdf4ed8866e6eee10,483318000000.0,33.024347,-97.310784,Justin,TX,rural,Northwest Ind Sch District,Denton,f,f,Mrs.,Visual Arts,Music & The Arts,Other,Applied Learning,Technology,moderate poverty,Grades 6-8,911.76,761.0,f,11/14/13,3/6/14
14646,1e5e76ad17e9af5bd16330a131e305a6,ede15ec878f986bed798ecb48636b510,2b61ffd4c785c67f09c98be26b22e275,370204000000.0,35.585538,-82.945406,Clyde,NC,suburban,Haywood Co School District,Haywood,f,f,Ms.,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,high poverty,Grades 3-5,2636.47,50.0,f,11/17/13,1/6/14
4317,0917d4ad42707164674691464667a2fe,b635d72e1ec6a9be9f7724a3c38afb85,951470ee968b9839bd628c74b226b54a,470294000000.0,35.086788,-89.982472,Memphis,TN,urban,Memphis City School District,Shelby,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Other,highest poverty,Grades 3-5,320.68,18.0,t,9/5/13,9/14/13
99291,cb485dfed1e42cab3c39f218a17d74a3,6a0a99117a5311466b48852b9b588fff,fa3b53e86f5d17588527121e4800959a,80249000111.0,40.002126000000004,-105.17806000000002,Boulder,CO,urban,Boulder Valley Sch Dist Re-2,Boulder,f,f,Mrs.,Literacy,Literacy & Language,,,Technology,low poverty,Grades 3-5,2341.06,27.0,f,12/1/12,1/20/13
79777,a340ee40801a7cba8727ee54f07dd031,da5791f34b32c5d08ee01e3a66fbde4e,efae06d6534d4b273618f79ce7db280b,173123000000.0,40.755866,-89.62366800000001,Peoria,IL,urban,Peoria School District 150,Peoria,f,f,Mrs.,Visual Arts,Music & The Arts,History & Geography,History & Civics,Technology,highest poverty,Grades 6-8,407.58,300.0,t,7/6/13,8/10/13
54226,6f9c79c426a944975341a1cbf1ef9e31,88231d734001e58b0e1c357a81550435,b0ef528ada73d24831fd4183e5ab2e1d,120159000000.0,28.069803000000004,-81.817651,Auburndale,FL,suburban,Polk Co School District,Polk,f,f,Ms.,Literacy,Literacy & Language,Early Development,Applied Learning,Books,highest poverty,Grades PreK-2,175.56,19.0,f,3/10/13,4/27/13
784,01bc0166256efc64851ccb7cafd178e3,0e1eb6bf617fa449cc9d7c484ffc3a02,bc5e2b1a23e438e5abade1aef25764c3,440015000000.0,41.420727,-71.791084,Ashaway,RI,,Chariho Regional School Dist,Washington,f,f,Mrs.,Mathematics,Math & Science,,,Technology,moderate poverty,Grades PreK-2,534.42,16.0,f,3/17/13,4/30/13
105855,d8997c9be4782698b52f4d560e21c21c,0bc4eea08354e338812590f7f47a9e92,621656112241aa7de63db8a5d6a1f0c2,466627000000.0,43.535381,-96.720671,Sioux Falls,SD,urban,Sioux Falls School Dist 49-5,Minnehaha,f,f,Mr.,Music,Music & The Arts,Performing Arts,Music & The Arts,Technology,highest poverty,Grades 3-5,287.68,26.0,t,10/5/13,10/20/13
97111,c6db68bbcea0a1c5644a99c53455de0d,444bc7216d9ab61de0525bd05073b14c,4a45fefa30caf592d347a0615843b02f,360009000000.0,40.839465999999994,-73.901764,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Mr.,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 9-12,871.06,65.0,f,10/17/13,2/14/14
114985,eb710f7f21b4ede8868c8449b2293701,4a7bf13aba61546ed9051e403fe6d54f,6c6a6ce51494219ea21d1f60a63e24a9,341269000000.0,40.938221,-74.149458,Paterson,NJ,suburban,Paterson Public School Dist,Passaic,f,f,Mr.,Special Needs,Special Needs,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,194.33,9.0,f,12/5/12,1/5/13
69799,8efb193a72db4b41685eb441254f963b,7565d6851509867a580f85ffc64c9b16,63188c1101a07975b2d08317f43968d7,271698000000.0,44.041557,-92.740852,Kasson,MN,,Kasson-mantorville Ind SD 204,Dodge,f,f,Mrs.,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Technology,moderate poverty,Grades PreK-2,451.24,21.0,f,12/8/13,12/21/13
93097,be9251d738f9ec451d54a1fde3c6c6c5,a47a22df5335c9266d2f0e627343c2f2,520bb5dfe7a6865c638142c620cb4fef,62271003080.0,34.315063,-118.464211,Sylmar,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Applied Sciences,Math & Science,Social Sciences,History & Civics,Technology,highest poverty,Grades 3-5,575.99,52.0,t,1/29/12,4/4/12
55533,725ed6ca73f4ed1631a3b804053e9b61,252d950dc46c4099da1236d413f6943d,205b9def8195d27837f11fc06cd6ba13,,33.376171,-111.909256,Tempe,AZ,urban,,Maricopa,t,f,Mrs.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Technology,high poverty,Grades 9-12,2400.07,85.0,f,11/30/12,1/13/13
35407,48fd4044cc69cda31e459472883b904d,d4a8d053e715d97bec22efddb1f2cc23,594b69390356d1996d580244ce9513c7,330498000000.0,42.713104,-71.47288499999999,Nashua,NH,urban,School Administrative Unit 42,Hillsborough,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Other,moderate poverty,Grades PreK-2,511.74,20.0,t,9/16/13,10/12/13
3283,06f78a0b53971f51074f3db69d58c443,c1cf52cb34d0c85d5ad9d6e68ed41354,0d245cf86b0ff2ac7ea6b83c346afd3e,482025000000.0,29.744671000000004,-95.239708,Galena Park,TX,suburban,Galena Park Ind School Dist,Harris,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,296.79,20.0,f,10/28/13,11/3/13
